"","siteid","estuaryname","stationno","samplecollectiondate","transectreplicate","plotreplicate","covertype","scientificname","commonname","status","estimatedcover","percentcovercode","daubenmiremidpoint","tallestplantheight_cm","percentcovernotes","habitat","live_dead","identificationnotes","unknownreplicate","projectid","method","objectid","region","estuaryclass","mpastatus","estuarytype"
"7417","SC-HBW","Huntington Beach Wetlands",3,"2023-10-21",2,14,"vegetation","Salicornia pacifica","Pickleweed","native",15,3,15,54,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7418","SC-HBW","Huntington Beach Wetlands",3,"2023-10-21",2,14,"vegetation","Frankenia salina","alkali heath","native",10,3,15,22,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7419","SC-HBW","Huntington Beach Wetlands",3,"2023-10-21",2,14,"vegetation","Salicornia bigelovii","dwarf glasswort","native",2,2,3,15,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7420","SC-HBW","Huntington Beach Wetlands",3,"2023-10-21",2,14,"vegetation","Jaumea carnosa","fleshy jaumea","native",80,6,85,14,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7421","SC-HBW","Huntington Beach Wetlands",3,"2023-10-21",2,15,"vegetation","Batis maritima","saltwort","native",80,6,85,10,"","Low marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7422","SC-HBW","Huntington Beach Wetlands",3,"2023-10-21",2,15,"vegetation","Salicornia bigelovii","dwarf glasswort","native",10,3,15,27,"","Low marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7423","NC-BOL","Bolinas Lagoon",1,"2023-10-13",1,4,"vegetation","Grindelia stricta","marsh gumplant","native",15,3,15,74,"","Mid marsh","Live","",-88,"EMPA","across_elevation",3,"North","Embayment","NON-MPA","Perennially Open"
"7424","SC-HBW","Huntington Beach Wetlands",3,"2023-10-21",2,16,"vegetation","Salicornia pacifica","Pickleweed","native",85,6,85,33,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7425","SC-HBW","Huntington Beach Wetlands",3,"2023-10-21",2,16,"vegetation","Frankenia salina","alkali heath","native",10,3,15,34,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7426","SC-HBW","Huntington Beach Wetlands",3,"2023-10-21",2,16,"vegetation","Salicornia pacifica","Pickleweed","native",5,2,3,29,"","Mid marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7427","SC-HBW","Huntington Beach Wetlands",3,"2023-10-21",2,16,"vegetation","Batis maritima","saltwort","native",5,2,3,14,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7428","SC-SEAL","Seal Beach",2,"2023-10-28",2,2,"algae","Ulva sp.","sea lettuce","native",2,2,3,-88,"","Low marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",28,"South","Lagoonal","NON-MPA","Perennially Open"
"7429","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,1,"vegetation","Salicornia pacifica","Pickleweed","native",10,3,15,56,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7430","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,1,"vegetation","Frankenia salina","alkali heath","native",70,5,62.5,33,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7431","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,1,"vegetation","Batis maritima","saltwort","native",10,3,15,36,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7432","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,1,"vegetation","Salicornia bigelovii","dwarf glasswort","native",2,2,3,30,"","Mid marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7433","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,1,"wrack","Not recorded","Not recorded","Not recorded",2,2,3,0,"Zos D","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7434","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,2,"vegetation","Salicornia bigelovii","dwarf glasswort","native",10,3,15,33,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7435","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,2,"vegetation","Salicornia bigelovii","dwarf glasswort","native",10,3,15,41,"","Mid marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7436","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,2,"vegetation","Batis maritima","saltwort","native",25,3,15,29,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7437","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,2,"vegetation","Frankenia salina","alkali heath","native",20,3,15,28,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7438","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,2,"wrack","Not recorded","Not recorded","Not recorded",2,2,3,0,"Zos D","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7439","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,3,"vegetation","Frankenia salina","alkali heath","native",80,6,85,40,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7440","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,3,"wrack","Not recorded","Not recorded","Not recorded",2,2,3,0,"Zos D","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7441","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,4,"vegetation","Frankenia salina","alkali heath","native",20,3,15,33,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7442","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,4,"vegetation","Salicornia bigelovii","dwarf glasswort","native",5,2,3,22,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7443","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,4,"vegetation","Salicornia bigelovii","dwarf glasswort","native",15,3,15,32,"","Mid marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7444","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,4,"vegetation","Batis maritima","saltwort","native",15,3,15,21,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7445","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,5,"vegetation","Frankenia salina","alkali heath","native",5,2,3,22,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7446","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,5,"vegetation","Salicornia bigelovii","dwarf glasswort","native",5,2,3,33,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7447","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,5,"vegetation","Salicornia bigelovii","dwarf glasswort","native",40,4,37.5,39,"","Mid marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7448","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,5,"vegetation","Batis maritima","saltwort","native",15,3,15,24,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7449","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,6,"vegetation","Salicornia pacifica","Pickleweed","native",40,4,37.5,60,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7450","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,6,"vegetation","Salicornia bigelovii","dwarf glasswort","native",5,2,3,33,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7451","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,6,"vegetation","Salicornia bigelovii","dwarf glasswort","native",5,2,3,30,"","Mid marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7452","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,6,"vegetation","Frankenia salina","alkali heath","native",20,3,15,24,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7453","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,6,"vegetation","Batis maritima","saltwort","native",15,3,15,20,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7454","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,6,"wrack","Not recorded","Not recorded","Not recorded",1,1,0.5,0,"Zos D","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7455","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,7,"vegetation","Frankenia salina","alkali heath","native",35,4,37.5,29,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7456","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,7,"vegetation","Salicornia bigelovii","dwarf glasswort","native",20,3,15,33,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7457","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,7,"vegetation","Salicornia bigelovii","dwarf glasswort","native",5,2,3,33,"","Mid marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7458","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,7,"vegetation","Batis maritima","saltwort","native",35,4,37.5,33,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7459","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,8,"vegetation","Frankenia salina","alkali heath","native",90,6,85,23,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7460","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,8,"vegetation","Salicornia bigelovii","dwarf glasswort","native",2,2,3,35,"","Mid marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7461","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,9,"vegetation","Frankenia salina","alkali heath","native",95,6,85,23,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7462","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,9,"vegetation","Batis maritima","saltwort","native",15,3,15,20,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7463","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,10,"vegetation","Salicornia bigelovii","dwarf glasswort","native",20,3,15,32,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7464","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,10,"vegetation","Salicornia bigelovii","dwarf glasswort","native",5,2,3,31,"","Mid marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7465","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,10,"vegetation","Frankenia salina","alkali heath","native",50,4,37.5,26,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7466","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,11,"vegetation","Frankenia salina","alkali heath","native",95,6,85,30,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7467","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,11,"wrack","Not recorded","Not recorded","Not recorded",1,1,0.5,0,"","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7468","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,12,"vegetation","Distichlis spicata","salt grass","native",10,3,15,30,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7469","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,12,"vegetation","Frankenia salina","alkali heath","native",95,6,85,23,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7470","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,13,"vegetation","Frankenia salina","alkali heath","native",100,7,97.5,29,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7471","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,13,"vegetation","Triglochin concinna","arrow grass","native",1,1,0.5,37,"double check","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7472","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,13,"wrack","Not recorded","Not recorded","Not recorded",1,1,0.5,0,"Zos D","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7473","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,14,"vegetation","Salicornia pacifica","Pickleweed","native",30,4,37.5,50,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7474","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,14,"vegetation","Salicornia bigelovii","dwarf glasswort","native",25,3,15,32,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7475","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,14,"vegetation","Salicornia bigelovii","dwarf glasswort","native",10,3,15,30,"","Mid marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7476","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,14,"vegetation","Frankenia salina","alkali heath","native",20,3,15,30,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7477","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,14,"vegetation","Batis maritima","saltwort","native",15,3,15,33,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7478","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,14,"algae","Not recorded","Not recorded","Not recorded",50,4,37.5,0,"diatom","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7479","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,15,"vegetation","Suaeda taxifolia","wooly seablite","native",30,4,37.5,40,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7480","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,15,"vegetation","Distichlis spicata","salt grass","native",10,3,15,39,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7481","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,15,"vegetation","Frankenia salina","alkali heath","native",40,4,37.5,32,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7482","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,15,"vegetation","Salicornia pacifica","Pickleweed","native",15,3,15,35,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7483","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,15,"vegetation","Batis maritima","saltwort","native",5,2,3,26,"","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7484","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,16,"vegetation","Salicornia pacifica","Pickleweed","native",80,6,85,71,"","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7485","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,16,"vegetation","Distichlis spicata","salt grass","native",10,3,15,40,"","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7486","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,16,"trash","Not recorded","Not recorded","Not recorded",2,2,3,0,"plastic, styrofoam","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7487","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,16,"thatch","Not recorded","Not recorded","Not recorded",15,3,15,0,"","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7488","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,17,"vegetation","Spartina foliosa","California cordgrass","native",25,3,15,99,"","Low marsh","Live","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
"7489","SC-HBW","Huntington Beach Wetlands",2,"2023-10-19",1,17,"vegetation","Spartina foliosa","California cordgrass","native",5,2,3,94,"","Low marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",23,"South","Riverine","NON-MPA","Temporarily Closed"
