"","siteid","estuaryname","stationno","samplecollectiondate","tide","transectreplicate","habitat","datacollector","dataentryperson","samplemetadatanotes","projectid","elevation_time","elevation_ellipsoid","elevation_units","elevation_corr","datum_latlong","elevation_timezone","elevation_orthometric","elevation_datum","method","plotreplicate","vegetated_cover","non_vegetated_cover","latitude","longitude","objectid","region","estuaryclass","mpastatus","estuarytype"
"1407","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",3,"High marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,99,1,36.797445,-121.768944,13,"Central","Embayment","MPA","Perennially Open"
"1408","CC-CAR","Carmel River",2,"2021-10-20","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,85,15,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1409","CC-CAR","Carmel River",2,"2021-10-20","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor, Jay Ryan","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,85,15,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1410","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,99,1,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1411","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",3,"High marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,99,1,36.797528,-121.769064,13,"Central","Embayment","MPA","Perennially Open"
"1412","CC-MCS","Moro Cojo Slough",1,"2021-10-04","high",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,96,4,36.799703,-121.784608,13,"Central","Embayment","MPA","Perennially Open"
"1413","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,62,38,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1414","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,62,38,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1415","CC-MCS","Moro Cojo Slough",1,"2021-10-04","high",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,96,4,36.79963,-121.784357,13,"Central","Embayment","MPA","Perennially Open"
"1416","CC-MCS","Moro Cojo Slough",1,"2021-10-04","high",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,84,16,36.79975,-121.784593,13,"Central","Embayment","MPA","Perennially Open"
"1417","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,85,15,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1418","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",3,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,85,15,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1419","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",3,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,85,15,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1420","CC-MCS","Moro Cojo Slough",1,"2021-10-04","high",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,84,16,36.799717,-121.784331,13,"Central","Embayment","MPA","Perennially Open"
"1421","CC-MCS","Moro Cojo Slough",2,"2021-10-04","high",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,96,4,36.795658,-121.783053,13,"Central","Embayment","MPA","Perennially Open"
"1422","CC-CAR","Carmel River",3,"2021-10-21","Not recorded",3,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Not recorded","total and open cover estimated from Daubenmire midpoint; thatch and open were combined to post-correct data","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,15,85,-88,-88,15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"1423","CC-MCS","Moro Cojo Slough",1,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1424","CC-MCS","Moro Cojo Slough",1,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,97,3,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1425","CC-MCS","Moro Cojo Slough",2,"2021-10-04","high",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,82,18,36.795548,-121.782806,13,"Central","Embayment","MPA","Perennially Open"
"1426","CC-MCS","Moro Cojo Slough",2,"2021-10-04","high",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,85,15,36.795641,-121.783075,13,"Central","Embayment","MPA","Perennially Open"
"1427","CC-MCS","Moro Cojo Slough",2,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,37,63,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1428","CC-MCS","Moro Cojo Slough",2,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,62,38,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1429","CC-MCS","Moro Cojo Slough",2,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,97,3,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1430","CC-MCS","Moro Cojo Slough",2,"2021-10-04","high",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,84,16,36.795515,-121.782823,13,"Central","Embayment","MPA","Perennially Open"
"1431","CC-MCS","Moro Cojo Slough",3,"2021-10-04","high",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,84,16,36.79594,-121.767,13,"Central","Embayment","MPA","Perennially Open"
"1432","CC-MCS","Moro Cojo Slough",2,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1433","CC-MCS","Moro Cojo Slough",2,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,97,3,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1434","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1435","CC-MCS","Moro Cojo Slough",3,"2021-10-04","high",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,22,78,36.79595,-121.7673,13,"Central","Embayment","MPA","Perennially Open"
"1436","CC-MCS","Moro Cojo Slough",3,"2021-10-04","high",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,84,16,36.79586,-121.76702,13,"Central","Embayment","MPA","Perennially Open"
"1437","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,97,3,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1438","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",1,"Low marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1439","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1440","CC-MCS","Moro Cojo Slough",3,"2021-10-04","high",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,82,18,36.79584,-121.7673,13,"Central","Embayment","MPA","Perennially Open"
"1441","CC-MOR","Morro Bay",2,"2021-10-26","Not recorded",1,"Low marsh","Jay Ryan, Haley Deese","Jay Ryan","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,82,18,35.33946,-120.8252,14,"Central","Embayment","MPA","Perennially Open"
"1442","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1443","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",2,"Mid marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1444","NC-BOL","Bolinas Lagoon",2,"2023-10-13","low",1,"Low marsh","Rachael Karm, Vini Souza","Rachael Karm, Vini Souza","","EMPA","00:00:00",NA,"","Not recorded","WGS84","",NA,"","across_elevation",1,85,15,37.923073,-122.691166,3,"North","Embayment","NON-MPA","Perennially Open"
"1445","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",3,"High marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1446","CC-MOR","Morro Bay",2,"2021-10-26","Not recorded",1,"Low marsh","Jay Ryan, Haley Deese","Jay Ryan","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,82,18,35.339511,-120.825455,14,"Central","Embayment","MPA","Perennially Open"
"1447","CC-MOR","Morro Bay",2,"2021-10-26","Not recorded",2,"High marsh","Jay Ryan, Haley Deese","Jay Ryan","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,82,18,35.33931,-120.82526,14,"Central","Embayment","MPA","Perennially Open"
"1448","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",3,"High marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1449","CC-MCS","Moro Cojo Slough",3,"2021-03-03","Not recorded",3,"High marsh","Kevin O'Connor, Maya Vavra","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1450","CC-MCS","Moro Cojo Slough",1,"2021-10-04","high",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1451","CC-MOR","Morro Bay",2,"2021-10-26","Not recorded",2,"High marsh","Jay Ryan, Haley Deese","Jay Ryan","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,82,18,35.339381,-120.825518,14,"Central","Embayment","MPA","Perennially Open"
"1452","CC-MOR","Morro Bay",2,"2021-10-26","Not recorded",3,"High marsh","Jay Ryan, Haley Deese","Jay Ryan","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,84,16,35.33951,-120.82442,14,"Central","Embayment","MPA","Perennially Open"
"1453","CC-MCS","Moro Cojo Slough",1,"2021-10-04","high",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,94,6,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1454","CC-MCS","Moro Cojo Slough",1,"2021-10-04","high",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,94,6,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1455","CC-MCS","Moro Cojo Slough",1,"2021-10-04","high",2,"High marsh","Sarah Stoner-Duncan, Kevin O'Connor","Jess Turner","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,82,18,-88,-88,13,"Central","Embayment","MPA","Perennially Open"
"1456","CC-MOR","Morro Bay",2,"2021-10-26","Not recorded",3,"High marsh","Jay Ryan, Haley Deese","Jay Ryan","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,84,16,35.33956,-120.8245,14,"Central","Embayment","MPA","Perennially Open"
"1457","CC-MOR","Morro Bay",1,"2021-10-27","Not recorded",1,"High marsh","Sarah Stoner -Duncan, Jay Ryan","Jay Ryan","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,2,98,35.359216,-120.854227,14,"Central","Embayment","MPA","Perennially Open"
